"","X","PermitNum","PermitClass","BLA","Age","PermitClassMapped","PermitTypeMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","EstProjectCost","AppliedDate","IssuedDate","ExpiresDate","CompletedDate","StatusCurrent","OriginalAddress1","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1","Where.on.your.property.are.you.working..","Choose.the.Primary.Property.Use.","Project.Value.","Review.Level.","Application.Completed.Date.","Permit.Issued.Date.","Inspections.Completed.Date.","Certificate.of.Occupancy.Issued.Date.","Intake.Value..New.","Intake.Value..Alteration.","Total.Intake.Value.","Issue.Value..New.","Issue.Value..Alteration.","Total.Issued.Value.","What.building.code.was.used.for.your.design..","Specific.Building.Code.","Action.Type.","Number.of.Proposed.Building.Stories.","Number.of.Proposed.Below.Grade.Building.Stories.","Number.of.Mezzanines.","Will.you.change.the.building.use.or.occupancy..","Does.your.project.qualify.for.our.Priority.Green.Incentive.program..","Is.a.certificate.of.occupancy.required..","Land.Disturbing.Activity.","Are.you.doing.more.than.2.000.square.feet.of.earth.disturbance...","Number.of.Curb.Cuts.for.This.Permit.","Units.Occupancy.","Waste.Diversion.Plan.Required.","Are.Emergency.Systems.Required.for.this.Project..","Does.your.project.include.an.HVAC.mechanical.system..","Reuse.Existing.Side.Sewer.System.","Is.this.a.substantial.alteration..","Number.of.Existing.Building.Stories.","Number.of.Existing.Below.Grade.Building.Stories.","Sprinklers.Meet.NFPA.13.","Is.work.in.the.right.of.way..street.or.alley..required..","Total.Revision.Value.","Are.you.changing.the.envelope..","Is.this.a.high.rise..","Main.Existing.Use.of.Building.","Existing.Occupancy.","Will.your.application.include.a.new.standard.plan..","Will.your.project.have.ground.disturbance..","Sprinklers.Meet.NFPA.13R.","Partial.Fire.Protection.System.","Fire.Alarm.","Other.Fire.Protection.System.","Is.any.portion.of.the.building.semi.heated.or.unheated..","Compliance.Category.","Is.there.a.commercial.kitchen.hood.exhaust.system..","Is.there.a.fume.hood..","Is.there.a.spray.paint.booth..","Describe.any.other.mechanical.systems.to.be.installed.as.part.of.this.project..","Compliance.Path.","AFUE.Efficiency..percentage..","HSPF.Efficiency..percentage..","Heating.Fuel.Type.Proposed..Residential.","Request.Type.","Hansen.APNO.","Hansen.APKEY.","Survey.Submittal.Required..","Soils.Report.Required..","Wetlands.Report.Required.","ECA.Review.Required..","Riparian.Wetland.Buffer..square.feet..","Steep.Slope.Area.Buffer..square.feet..","Sequencing.Required.","What.is.the.amount.of.ground.disturbance..","I..the.owner.or.owner.s.authorized.representative.of.the.property.referenced.in.this.submission..give.the.City.of.Seattle.Department.of.Planning.and.Development.permission.to.conduct.a.Pre.Application.Site.Visit..I.agree.that..1..electronic.filing.constitutes.an.authorizing.signature..2..I.will.inform.all.tenants.of.the.site.visit.prior.to.the.inspection.being.conducted..and.3..if.conditions.such.as.uncontrolled.dogs.or.uncooperative.tenants.hinder.the.inspector.s.ability.to.conduct.the.site.visit..the.site.visit.will.not.occur.and.the.site.visit.fee.may.be.forfeited...","Type.of.Demolition.","Is.this.the.first.time.this.area.is.being.improved.or.built.out.since.the.building.was.completed..","Total.Area.of.Work..square.feet..","Actual.Construction.Value."
"2782",86126,"6728199-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-11-21",NA,"Issued","515 S DONOVAN ST","SEATTLE","WA",98108,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6728199-CN",47.52546941,-122.32759031,"515 S DONOVAN ST
SEATTLE, WA 98108
(47.52546941, -122.32759031)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2783",86139,"6740607-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Scheduled","1830 12TH AVE W","SEATTLE","WA",98119,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6740607-CN",47.63570211,-122.37252304,"1830 12TH AVE W
SEATTLE, WA 98119
(47.63570211, -122.37252304)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2784",86181,"6757675-DM",NA,1,NA,NA,"Demolition","",NA,1,1,16,NA,"",NA,"",NA,"Additional Info Requested","6547 24TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757675-DM",47.6772673,-122.38784225,"6547 24TH AVE NW
SEATTLE, WA 98117
(47.6772673, -122.38784225)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2785",86187,"6706209-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Corrections Required","4411 38TH AVE SW","SEATTLE","WA",98126,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6706209-CN",47.56429845,-122.38043245,"4411 38TH AVE SW
SEATTLE, WA 98126
(47.56429845, -122.38043245)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2786",86192,"6703156-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-06-18",NA,"Completed","6705 BEACH DR SW","SEATTLE","WA",98136,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6703156-CN",47.54299147,-122.39700188,"6705 BEACH DR SW
SEATTLE, WA 98136
(47.54299147, -122.39700188)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2787",86218,"6742712-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Corrections Required","2308 NW 67TH ST","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6742712-CN",47.67789564,-122.38581312,"2308 NW 67TH ST
SEATTLE, WA 98117
(47.67789564, -122.38581312)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2788",86226,"6747696-CN",NA,1,NA,NA,"Building","",NA,22,0,0,NA,"",NA,"",NA,"Scheduled","316 1st AVE S","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6747696-CN",47.59946565,-122.33381702,"316 1st AVE S
(47.59946565, -122.33381702)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2789",86299,"6719714-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Ready for Issuance","2416 2ND AVE N","SEATTLE","WA",98109,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6719714-CN",47.64047342,-122.35316163,"2416 2ND AVE N
SEATTLE, WA 98109
(47.64047342, -122.35316163)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2790",86377,"6694251-CN",NA,1,NA,NA,"Building","",NA,6,0,1,NA,"",NA,"2020-09-29",NA,"Completed","1216 E REMINGTON CT","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6694251-CN",47.60571544,-122.31598423,"1216 E REMINGTON CT
SEATTLE, WA 98122
(47.60571544, -122.31598423)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2791",86445,"6735696-DM",NA,1,NA,NA,"Demolition","",NA,1,1,7,NA,"",NA,"",NA,"Additional Info Requested","6721 CARLETON AVE S","SEATTLE","WA",98108,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6735696-DM",47.54186242,-122.32226851,"6721 CARLETON AVE S
SEATTLE, WA 98108
(47.54186242, -122.32226851)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2792",86460,"6694042-CN",NA,1,NA,NA,"Building","",NA,1,1,3,NA,"",NA,"",NA,"Application Completed","1818 E FIR ST","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6694042-CN",47.60287637,-122.30812715,"1818 E FIR ST
SEATTLE, WA 98122
(47.60287637, -122.30812715)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2793",86481,"6703328-CN",NA,1,NA,NA,"Building","",NA,2,1,0,NA,"",NA,"",NA,"Additional Info Requested","1210 20TH AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6703328-CN",47.6309958,-122.30563852,"1210 20TH AVE E
SEATTLE, WA 98112
(47.6309958, -122.30563852)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2794",86482,"6716281-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-03-13",NA,"Issued","10235 38TH AVE SW","SEATTLE","WA",98146,"CRE8 CONTRACTING LLC","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6716281-CN",47.51097571,-122.38081929,"10235 38TH AVE SW
SEATTLE, WA 98146
(47.51097571, -122.38081929)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2795",86485,"6728249-DM",NA,1,NA,NA,"Demolition","",NA,1,1,0,NA,"",NA,"2021-02-18",NA,"Issued","12051 5TH AVE NE","SEATTLE","WA",98125,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6728249-DM",47.7174837,-122.32400287,"12051 5TH AVE NE
SEATTLE, WA 98125
(47.7174837, -122.32400287)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2796",86514,"6665971-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2019-08-14",NA,"Expired","1204 NE RAVENNA BLVD","SEATTLE","WA",98105,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6665971-CN",47.67198201,-122.31533481,"1204 NE RAVENNA BLVD
SEATTLE, WA 98105
(47.67198201, -122.31533481)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2797",86553,"6713823-CN",NA,1,NA,NA,"Building","",NA,2,0,1,NA,"",NA,"2021-03-27",NA,"Issued","957 NW 64TH ST","SEATTLE","WA",98107,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6713823-CN",47.67509386,-122.37120599,"957 NW 64TH ST
SEATTLE, WA 98107
(47.67509386, -122.37120599)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2798",86625,"6707088-CN",NA,1,NA,NA,"Building","",NA,2,0,0,NA,"",NA,"2020-09-05",NA,"Issued","422 N 62ND ST","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6707088-CN",47.67404249,-122.35332219,"422 N 62ND ST
SEATTLE, WA 98103
(47.67404249, -122.35332219)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2799",86641,"6706469-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-12-26",NA,"Issued","2437 E INTERLAKEN BLVD","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6706469-CN",47.63359111,-122.30099057,"2437 E INTERLAKEN BLVD
SEATTLE, WA 98112
(47.63359111, -122.30099057)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2800",86679,"6746511-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-06-02",NA,"Issued","2818 W GALER ST","SEATTLE","WA",98199,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6746511-CN",47.63251587,-122.39408992,"2818 W GALER ST
SEATTLE, WA 98199
(47.63251587, -122.39408992)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2801",86766,"6645793-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-07-09",NA,"Issued","8010 RIDGE DR NE","SEATTLE","WA",98115,"SUMMIT DEVELOPMENT LLC","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6645793-CN",47.68651878,-122.27497102,"8010 RIDGE DR NE
SEATTLE, WA 98115
(47.68651878, -122.27497102)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2802",86767,"6701451-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-08-05",NA,"Issued","4510 2ND AVE NE","SEATTLE","WA",98105,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6701451-CN",47.66179212,-122.32698311,"4510 2ND AVE NE
SEATTLE, WA 98105
(47.66179212, -122.32698311)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2803",86826,"6731452-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2019-08-25",NA,"Ready for Issuance","2209 E LAKE WASHINGTON BLVD","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6731452-CN",47.64392401,-122.30331103,"2209 E LAKE WASHINGTON BLVD
SEATTLE, WA 98112
(47.64392401, -122.30331103)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2804",86827,"6721991-DM",NA,1,NA,NA,"Demolition","",NA,1,1,1,NA,"",NA,"",NA,"Reviews Completed","9834 32ND AVE SW","SEATTLE","WA",98126,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6721991-DM",47.51463448,-122.37294184,"9834 32ND AVE SW
SEATTLE, WA 98126
(47.51463448, -122.37294184)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2805",86832,"6725154-CN",NA,1,NA,NA,"Building","",NA,1,1,6,NA,"",NA,"2021-04-08",NA,"Issued","2606 E YESLER WAY","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6725154-CN",47.60187381,-122.29850594,"2606 E YESLER WAY
SEATTLE, WA 98122
(47.60187381, -122.29850594)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2806",86881,"6708860-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Corrections Required","3624 NW 65th CT","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6708860-CN",47.67603574,-122.40458714,"3624 NW 65th CT
(47.67603574, -122.40458714)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2807",86895,"6708586-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-04-04",NA,"Issued","423 NW 92ND ST","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6708586-CN",47.69586581,-122.36314481,"423 NW 92ND ST
SEATTLE, WA 98117
(47.69586581, -122.36314481)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2808",86945,"6691009-DM",NA,1,NA,NA,"Demolition","",NA,1,1,6,NA,"",NA,"2021-04-11",NA,"Issued","7558 43rd AVE S","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6691009-DM",47.53358696,-122.278639,"7558 43rd AVE S
(47.53358696, -122.278639)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2809",86962,"6766284-DM",NA,1,NA,NA,"Demolition","",NA,1,1,1,NA,"",NA,"",NA,"Additional Info Requested","9024 15TH AVE SW","SEATTLE","WA",98106,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6766284-DM",47.52206245,-122.35372617,"9024 15TH AVE SW
SEATTLE, WA 98106
(47.52206245, -122.35372617)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2810",86972,"6722788-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-11-16",NA,"Issued","4731 S HUDSON ST","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6722788-CN",47.55686844,-122.27310791,"4731 S HUDSON ST
SEATTLE, WA 98118
(47.55686844, -122.27310791)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2811",87029,"6736344-DM",NA,1,NA,NA,"Demolition","",NA,1,1,3,NA,"",NA,"",NA,"Ready for Issuance","3833 23RD AVE W","SEATTLE","WA",98199,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6736344-DM",47.65493877,-122.38629182,"3833 23RD AVE W
SEATTLE, WA 98199
(47.65493877, -122.38629182)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2812",87041,"6616461-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-06-12",NA,"Issued","1915 N 120TH ST","SEATTLE","WA",98133,"BHAIRAVI SHAH","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6616461-CN",47.71570725,-122.33477401,"1915 N 120TH ST
SEATTLE, WA 98133
(47.71570725, -122.33477401)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2813",87159,"6693124-DM",NA,1,NA,NA,"Demolition","",NA,2,2,4,NA,"",NA,"2020-11-03",NA,"Closed","2029 NW 63rd ST","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6693124-DM",47.67439236,-122.3834918,"2029 NW 63rd ST
(47.67439236, -122.3834918)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2814",87166,"6733475-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Additional Info Requested","3811 EASTERN AVE N","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6733475-CN",47.65349119,-122.32941422,"3811 EASTERN AVE N
SEATTLE, WA 98103
(47.65349119, -122.32941422)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2815",87176,"6725011-DM",NA,1,NA,NA,"Demolition","",NA,1,1,1,NA,"",NA,"",NA,"Scheduled","7528 57TH PL NE","SEATTLE","WA",98115,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6725011-DM",47.683787,-122.2668026,"7528 57TH PL NE
SEATTLE, WA 98115
(47.683787, -122.2668026)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2816",87197,"6642720-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2020-01-05",NA,"Completed","1554 NW 50TH ST","SEATTLE","WA",98107,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6642720-CN",47.66524507,-122.37867473,"1554 NW 50TH ST
SEATTLE, WA 98107
(47.66524507, -122.37867473)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2817",87244,"6688866-CN",NA,1,NA,NA,"Building","",NA,351,0,1,NA,"",NA,"2020-11-06",NA,"Issued","1000 8TH AVE","SEATTLE","WA",98104,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6688866-CN",47.60850801,-122.32788026,"1000 8TH AVE
SEATTLE, WA 98104
(47.60850801, -122.32788026)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2818",87253,"6749737-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Additional Info Requested","2810 CASCADIA AVE S","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6749737-CN",47.57841147,-122.28472001,"2810 CASCADIA AVE S
SEATTLE, WA 98144
(47.57841147, -122.28472001)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2819",87284,"6673972-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Corrections Required","1920 E blaine ST","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6673972-CN",47.63850088,-122.30628301,"1920 E blaine ST
(47.63850088, -122.30628301)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"2820",87392,"6707493-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"",NA,"Reviews In Process","1109 41ST AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6707493-CN",47.62890462,-122.28037782,"1109 41ST AVE E
SEATTLE, WA 98112
(47.62890462, -122.28037782)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
